Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2 ,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2 ,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
33.150,37.750,0.231,0.103,0.032,0.022,0.546,0.237,0.074,0.051,0.114,0.057,0.021,0.015
33.150,37.850,0.229,0.102,0.032,0.022,0.542,0.235,0.074,0.051,0.114,0.057,0.021,0.015
33.150,37.950,0.227,0.101,0.032,0.022,0.537,0.234,0.074,0.051,0.114,0.057,0.022,0.016
33.150,38.050,0.225,0.101,0.032,0.022,0.532,0.233,0.074,0.051,0.115,0.058,0.022,0.016
33.150,38.150,0.224,0.101,0.032,0.023,0.531,0.234,0.075,0.052,0.118,0.059,0.022,0.016
33.150,38.250,0.227,0.103,0.033,0.023,0.540,0.238,0.076,0.053,0.122,0.060,0.022,0.016
33.150,38.350,0.245,0.110,0.035,0.024,0.582,0.255,0.079,0.055,0.131,0.063,0.023,0.017
33.150,38.450,0.278,0.122,0.037,0.025,0.654,0.284,0.084,0.057,0.145,0.067,0.024,0.017
33.150,38.550,0.300,0.132,0.039,0.027,0.707,0.306,0.090,0.060,0.157,0.071,0.025,0.018
33.150,38.650,0.313,0.140,0.041,0.028,0.741,0.322,0.094,0.063,0.166,0.074,0.026,0.018
33.150,38.750,0.318,0.143,0.043,0.029,0.757,0.330,0.098,0.065,0.172,0.077,0.026,0.019
33.150,38.850,0.317,0.144,0.044,0.030,0.761,0.336,0.102,0.068,0.177,0.079,0.027,0.019
33.150,38.950,0.324,0.149,0.046,0.031,0.786,0.348,0.106,0.071,0.184,0.082,0.028,0.020
33.150,39.050,0.338,0.155,0.048,0.032,0.824,0.365,0.110,0.074,0.194,0.086,0.029,0.020
33.150,39.150,0.354,0.162,0.050,0.034,0.862,0.382,0.114,0.077,0.207,0.097,0.034,0.024
33.150,39.250,0.353,0.164,0.053,0.036,0.859,0.387,0.119,0.081,0.212,0.104,0.038,0.027
33.150,39.350,0.384,0.172,0.055,0.038,0.922,0.405,0.125,0.085,0.225,0.109,0.040,0.029
33.150,39.450,0.423,0.184,0.057,0.040,1.008,0.428,0.131,0.089,0.240,0.114,0.043,0.030
33.150,39.550,0.423,0.190,0.060,0.041,1.008,0.440,0.137,0.094,0.235,0.117,0.045,0.032
33.150,39.650,0.410,0.188,0.062,0.043,0.973,0.436,0.141,0.098,0.228,0.118,0.047,0.034
33.150,39.750,0.376,0.182,0.063,0.044,0.894,0.422,0.144,0.101,0.219,0.120,0.049,0.036
33.150,39.850,0.358,0.178,0.064,0.046,0.854,0.416,0.148,0.104,0.220,0.123,0.052,0.038
33.150,39.950,0.366,0.185,0.067,0.048,0.878,0.431,0.153,0.108,0.231,0.129,0.054,0.039
33.150,40.050,0.412,0.205,0.072,0.050,0.998,0.476,0.161,0.113,0.256,0.142,0.057,0.041
33.150,40.150,0.474,0.228,0.076,0.054,1.165,0.536,0.172,0.119,0.289,0.156,0.061,0.043
33.150,40.250,0.487,0.239,0.081,0.057,1.200,0.565,0.184,0.127,0.306,0.166,0.065,0.045
33.150,40.350,0.440,0.232,0.086,0.060,1.095,0.552,0.196,0.136,0.313,0.174,0.069,0.048
33.150,40.450,0.425,0.234,0.092,0.065,1.054,0.559,0.211,0.148,0.334,0.186,0.074,0.051
33.150,40.550,0.433,0.246,0.103,0.073,1.071,0.587,0.231,0.162,0.372,0.206,0.080,0.055
33.150,40.650,0.496,0.287,0.119,0.084,1.225,0.681,0.275,0.192,0.438,0.236,0.089,0.060
33.150,40.750,0.639,0.371,0.152,0.106,1.595,0.892,0.350,0.241,0.549,0.292,0.105,0.069
33.150,40.850,0.963,0.562,0.213,0.141,2.422,1.349,0.488,0.321,0.769,0.401,0.128,0.081
33.150,40.950,1.092,0.625,0.253,0.160,2.740,1.496,0.584,0.366,0.871,0.441,0.148,0.088
33.150,41.050,0.926,0.539,0.213,0.147,2.327,1.297,0.490,0.332,0.744,0.387,0.128,0.082
33.150,41.150,0.735,0.413,0.170,0.120,1.801,0.984,0.397,0.280,0.580,0.301,0.109,0.074
33.150,41.250,0.627,0.336,0.136,0.096,1.527,0.798,0.312,0.220,0.483,0.248,0.093,0.063
33.150,41.350,0.508,0.272,0.109,0.077,1.229,0.641,0.249,0.173,0.398,0.210,0.080,0.056
33.150,41.450,0.456,0.240,0.093,0.064,1.102,0.567,0.214,0.147,0.343,0.185,0.073,0.050
33.150,41.550,0.430,0.222,0.083,0.056,1.033,0.522,0.190,0.127,0.308,0.168,0.066,0.045
33.150,41.650,0.410,0.210,0.076,0.051,0.982,0.489,0.172,0.114,0.284,0.155,0.061,0.042
33.150,41.750,0.391,0.198,0.070,0.046,0.934,0.460,0.159,0.105,0.265,0.146,0.057,0.040
33.150,41.850,0.371,0.186,0.064,0.042,0.885,0.433,0.148,0.096,0.250,0.138,0.055,0.038
33.150,41.950,0.351,0.175,0.060,0.040,0.839,0.409,0.136,0.088,0.240,0.131,0.052,0.035
33.150,42.050,0.338,0.167,0.056,0.037,0.807,0.388,0.125,0.081,0.236,0.127,0.048,0.032
33.150,42.150,0.332,0.161,0.051,0.033,0.795,0.372,0.114,0.074,0.239,0.125,0.046,0.030
33.150,42.250,0.343,0.158,0.046,0.030,0.832,0.367,0.103,0.066,0.258,0.126,0.043,0.028
33.150,42.350,0.524,0.191,0.042,0.027,1.267,0.440,0.092,0.059,0.343,0.139,0.041,0.026
33.150,42.450,0.702,0.227,0.038,0.024,1.693,0.521,0.083,0.053,0.431,0.151,0.038,0.024
33.150,42.550,0.530,0.184,0.034,0.021,1.280,0.421,0.074,0.046,0.334,0.130,0.035,0.021
33.150,42.650,0.328,0.131,0.029,0.018,0.789,0.298,0.062,0.039,0.239,0.107,0.030,0.018
33.150,42.750,0.227,0.097,0.023,0.015,0.534,0.216,0.051,0.031,0.193,0.088,0.024,0.014
33.150,42.850,0.168,0.074,0.018,0.011,0.391,0.163,0.039,0.024,0.152,0.065,0.016,0.009
33.250,34.350,0.904,0.470,0.161,0.108,2.024,1.022,0.329,0.222,0.571,0.272,0.078,0.049
33.250,34.450,0.843,0.458,0.167,0.113,1.915,1.010,0.342,0.231,0.515,0.261,0.080,0.051
33.250,34.550,0.757,0.424,0.165,0.114,1.725,0.939,0.341,0.234,0.452,0.238,0.080,0.052
33.250,34.650,0.696,0.397,0.160,0.112,1.593,0.876,0.334,0.233,0.416,0.221,0.077,0.052
33.250,34.750,0.655,0.372,0.154,0.110,1.493,0.824,0.323,0.229,0.388,0.207,0.075,0.051
33.250,34.850,0.611,0.347,0.148,0.106,1.383,0.770,0.310,0.222,0.357,0.192,0.072,0.049
33.250,34.950,0.573,0.324,0.139,0.101,1.285,0.712,0.295,0.213,0.332,0.179,0.068,0.047
33.250,35.050,0.543,0.306,0.129,0.094,1.215,0.666,0.277,0.203,0.317,0.169,0.065,0.045
33.250,35.150,0.540,0.296,0.120,0.087,1.215,0.644,0.257,0.187,0.321,0.166,0.062,0.043
33.250,35.250,0.645,0.311,0.114,0.082,1.480,0.674,0.241,0.174,0.377,0.172,0.059,0.041
33.250,35.350,0.602,0.290,0.106,0.076,1.371,0.625,0.223,0.161,0.344,0.161,0.056,0.039
33.250,35.450,0.466,0.242,0.095,0.070,1.041,0.522,0.204,0.149,0.280,0.141,0.053,0.037
33.250,35.550,0.409,0.213,0.086,0.063,0.895,0.456,0.182,0.135,0.249,0.127,0.049,0.035
33.250,35.650,0.375,0.193,0.078,0.058,0.817,0.413,0.166,0.123,0.229,0.118,0.046,0.033
33.250,35.750,0.350,0.178,0.072,0.054,0.763,0.380,0.153,0.113,0.215,0.111,0.043,0.031
33.250,35.850,0.330,0.165,0.066,0.049,0.720,0.354,0.142,0.106,0.203,0.104,0.041,0.029
33.250,35.950,0.313,0.155,0.061,0.045,0.685,0.333,0.132,0.099,0.192,0.098,0.039,0.028
33.250,36.050,0.299,0.148,0.058,0.043,0.660,0.319,0.124,0.093,0.181,0.093,0.037,0.027
33.250,36.150,0.291,0.144,0.056,0.041,0.649,0.315,0.120,0.088,0.171,0.089,0.035,0.025
33.250,36.250,0.290,0.141,0.053,0.039,0.650,0.311,0.115,0.084,0.164,0.084,0.033,0.023
33.250,36.350,0.278,0.135,0.050,0.036,0.627,0.298,0.109,0.079,0.156,0.080,0.031,0.022
33.250,36.450,0.264,0.126,0.046,0.034,0.597,0.281,0.102,0.075,0.149,0.076,0.029,0.021
33.250,36.550,0.251,0.119,0.043,0.031,0.570,0.265,0.095,0.069,0.142,0.072,0.028,0.020
33.250,36.650,0.242,0.113,0.041,0.030,0.549,0.251,0.089,0.065,0.136,0.069,0.026,0.019
33.250,36.750,0.235,0.108,0.039,0.028,0.534,0.241,0.084,0.061,0.130,0.066,0.025,0.018
33.250,36.850,0.230,0.105,0.037,0.027,0.524,0.234,0.081,0.058,0.126,0.064,0.024,0.018
33.250,36.950,0.227,0.103,0.035,0.025,0.520,0.230,0.078,0.056,0.122,0.062,0.024,0.017
33.250,37.050,0.228,0.103,0.034,0.024,0.523,0.230,0.076,0.054,0.120,0.060,0.023,0.016
33.250,37.150,0.237,0.104,0.033,0.023,0.548,0.235,0.074,0.053,0.119,0.059,0.022,0.016
33.250,37.250,0.226,0.102,0.032,0.023,0.528,0.230,0.073,0.052,0.115,0.057,0.021,0.015
33.250,37.350,0.223,0.100,0.032,0.022,0.522,0.227,0.072,0.050,0.113,0.056,0.021,0.015
33.250,37.450,0.226,0.100,0.031,0.022,0.530,0.229,0.071,0.050,0.113,0.056,0.021,0.015
33.250,37.550,0.229,0.101,0.031,0.022,0.539,0.231,0.071,0.050,0.113,0.056,0.021,0.015
33.250,37.650,0.230,0.101,0.031,0.022,0.544,0.233,0.071,0.049,0.113,0.056,0.021,0.015
33.250,37.750,0.229,0.101,0.031,0.022,0.541,0.233,0.072,0.049,0.113,0.056,0.021,0.015
33.250,37.850,0.227,0.101,0.031,0.022,0.537,0.232,0.072,0.049,0.113,0.056,0.021,0.015
33.250,37.950,0.225,0.100,0.031,0.022,0.533,0.231,0.072,0.050,0.113,0.057,0.021,0.015
33.250,38.050,0.223,0.099,0.031,0.022,0.528,0.230,0.072,0.050,0.115,0.057,0.021,0.015
33.250,38.150,0.222,0.099,0.032,0.022,0.528,0.231,0.073,0.050,0.118,0.058,0.022,0.016
33.250,38.250,0.226,0.102,0.032,0.022,0.538,0.236,0.075,0.052,0.123,0.060,0.022,0.016
33.250,38.350,0.254,0.110,0.034,0.023,0.598,0.256,0.078,0.054,0.133,0.063,0.023,0.016
33.250,38.450,0.283,0.122,0.036,0.024,0.663,0.283,0.082,0.056,0.146,0.067,0.024,0.017
33.250,38.550,0.293,0.128,0.038,0.026,0.691,0.298,0.087,0.058,0.155,0.070,0.024,0.017
33.250,38.650,0.307,0.135,0.040,0.027,0.728,0.312,0.091,0.060,0.164,0.074,0.025,0.018
33.250,38.750,0.301,0.136,0.041,0.028,0.721,0.317,0.094,0.063,0.170,0.076,0.026,0.018
33.250,38.850,0.306,0.140,0.043,0.029,0.742,0.328,0.098,0.065,0.177,0.079,0.027,0.019
33.250,38.950,0.327,0.150,0.045,0.030,0.801,0.351,0.103,0.068,0.190,0.084,0.027,0.019
33.250,39.050,0.369,0.162,0.047,0.031,0.901,0.382,0.107,0.072,0.211,0.090,0.029,0.020
33.250,39.150,0.390,0.168,0.050,0.033,0.944,0.396,0.113,0.076,0.227,0.101,0.034,0.024
33.250,39.250,0.363,0.167,0.053,0.036,0.883,0.394,0.119,0.081,0.219,0.106,0.039,0.027
33.250,39.350,0.370,0.172,0.056,0.038,0.891,0.404,0.126,0.086,0.221,0.109,0.041,0.029
33.250,39.450,0.396,0.184,0.059,0.041,0.945,0.428,0.134,0.092,0.228,0.114,0.043,0.031
33.250,39.550,0.427,0.194,0.061,0.042,1.017,0.448,0.141,0.097,0.237,0.118,0.045,0.033
33.250,39.650,0.439,0.193,0.063,0.044,1.043,0.448,0.145,0.101,0.244,0.121,0.047,0.034
33.250,39.750,0.401,0.189,0.065,0.045,0.952,0.439,0.148,0.104,0.229,0.122,0.050,0.036
33.250,39.850,0.369,0.185,0.067,0.047,0.884,0.432,0.152,0.107,0.224,0.125,0.052,0.038
33.250,39.950,0.380,0.193,0.070,0.049,0.914,0.450,0.158,0.111,0.236,0.132,0.055,0.040
33.250,40.050,0.466,0.222,0.074,0.052,1.137,0.521,0.168,0.116,0.277,0.148,0.058,0.041
33.250,40.150,0.622,0.269,0.079,0.055,1.524,0.627,0.179,0.123,0.345,0.170,0.062,0.043
33.250,40.250,0.667,0.291,0.084,0.058,1.633,0.680,0.192,0.131,0.374,0.185,0.066,0.046
33.250,40.350,0.577,0.280,0.090,0.062,1.431,0.658,0.207,0.142,0.356,0.189,0.071,0.049
33.250,40.450,0.527,0.273,0.097,0.067,1.314,0.646,0.220,0.152,0.361,0.198,0.076,0.052
33.250,40.550,0.490,0.268,0.106,0.075,1.221,0.639,0.239,0.167,0.383,0.210,0.081,0.056
33.250,40.650,0.522,0.296,0.121,0.085,1.296,0.707,0.281,0.197,0.437,0.236,0.089,0.061
33.250,40.750,0.635,0.368,0.154,0.108,1.582,0.883,0.352,0.245,0.537,0.286,0.105,0.070
33.250,40.850,0.907,0.525,0.207,0.141,2.277,1.265,0.473,0.319,0.729,0.378,0.125,0.081
33.250,40.950,1.063,0.605,0.247,0.159,2.666,1.449,0.572,0.364,0.851,0.427,0.146,0.088
33.250,41.050,0.951,0.553,0.216,0.148,2.389,1.326,0.497,0.337,0.764,0.395,0.129,0.083
33.250,41.150,0.753,0.424,0.175,0.124,1.848,1.014,0.408,0.290,0.596,0.308,0.111,0.075
33.250,41.250,0.654,0.352,0.145,0.103,1.591,0.834,0.326,0.231,0.497,0.255,0.095,0.065
33.250,41.350,0.518,0.279,0.112,0.079,1.254,0.657,0.257,0.180,0.404,0.213,0.082,0.057
33.250,41.450,0.462,0.244,0.095,0.065,1.117,0.576,0.218,0.150,0.347,0.187,0.074,0.051
33.250,41.550,0.433,0.225,0.084,0.057,1.042,0.527,0.193,0.129,0.311,0.169,0.067,0.046
33.250,41.650,0.411,0.210,0.077,0.052,0.984,0.490,0.173,0.115,0.286,0.156,0.062,0.042
33.250,41.750,0.390,0.197,0.070,0.046,0.930,0.458,0.159,0.106,0.266,0.147,0.058,0.040
33.250,41.850,0.367,0.184,0.064,0.043,0.876,0.429,0.148,0.097,0.250,0.138,0.055,0.038
33.250,41.950,0.347,0.173,0.060,0.040,0.830,0.404,0.136,0.088,0.240,0.132,0.052,0.035
33.250,42.050,0.335,0.166,0.056,0.037,0.801,0.385,0.125,0.081,0.235,0.127,0.049,0.033
33.250,42.150,0.334,0.162,0.052,0.033,0.799,0.375,0.115,0.075,0.238,0.125,0.046,0.031
33.250,42.250,0.343,0.160,0.047,0.030,0.831,0.371,0.105,0.067,0.255,0.126,0.043,0.029
33.250,42.350,0.504,0.188,0.042,0.028,1.223,0.434,0.093,0.060,0.331,0.138,0.041,0.027
33.250,42.450,0.707,0.228,0.038,0.025,1.703,0.523,0.084,0.054,0.433,0.152,0.039,0.024
33.250,42.550,0.540,0.187,0.034,0.022,1.302,0.427,0.075,0.047,0.341,0.132,0.035,0.022
33.250,42.650,0.332,0.133,0.029,0.019,0.799,0.303,0.064,0.040,0.242,0.109,0.031,0.019
33.250,42.750,0.230,0.099,0.024,0.015,0.543,0.220,0.052,0.032,0.195,0.090,0.025,0.015
33.250,42.850,0.171,0.075,0.018,0.011,0.398,0.166,0.039,0.024,0.153,0.065,0.016,0.010
33.350,34.350,0.831,0.447,0.160,0.108,1.884,0.981,0.327,0.221,0.506,0.255,0.077,0.049
33.350,34.450,0.753,0.420,0.162,0.111,1.715,0.929,0.333,0.228,0.450,0.236,0.078,0.050
33.350,34.550,0.688,0.395,0.159,0.111,1.578,0.872,0.331,0.230,0.412,0.220,0.077,0.051
33.350,34.650,0.658,0.376,0.155,0.110,1.505,0.834,0.325,0.229,0.393,0.210,0.075,0.051
33.350,34.750,0.646,0.364,0.151,0.108,1.462,0.804,0.318,0.226,0.382,0.202,0.074,0.050
33.350,34.850,0.613,0.346,0.146,0.105,1.382,0.763,0.307,0.220,0.357,0.190,0.071,0.049
33.350,34.950,0.577,0.325,0.138,0.101,1.294,0.713,0.294,0.212,0.335,0.179,0.068,0.047
33.350,35.050,0.549,0.308,0.129,0.094,1.228,0.670,0.277,0.202,0.321,0.170,0.064,0.045
33.350,35.150,0.554,0.301,0.120,0.087,1.248,0.655,0.257,0.187,0.329,0.168,0.062,0.043
33.350,35.250,0.668,0.316,0.114,0.082,1.536,0.686,0.241,0.173,0.390,0.174,0.059,0.041
33.350,35.350,0.581,0.285,0.105,0.076,1.321,0.616,0.222,0.160,0.334,0.159,0.056,0.039
33.350,35.450,0.457,0.238,0.094,0.069,1.018,0.515,0.202,0.148,0.275,0.139,0.052,0.037
33.350,35.550,0.404,0.211,0.085,0.062,0.884,0.451,0.180,0.134,0.245,0.126,0.048,0.034
33.350,35.650,0.371,0.191,0.077,0.057,0.809,0.409,0.164,0.121,0.227,0.116,0.045,0.032
33.350,35.750,0.347,0.176,0.071,0.053,0.757,0.377,0.152,0.112,0.212,0.109,0.042,0.030
33.350,35.850,0.327,0.163,0.065,0.048,0.715,0.350,0.140,0.105,0.200,0.103,0.040,0.029
33.350,35.950,0.310,0.153,0.060,0.045,0.680,0.330,0.130,0.097,0.188,0.097,0.038,0.028
33.350,36.050,0.299,0.148,0.057,0.042,0.664,0.321,0.124,0.092,0.179,0.092,0.036,0.026
33.350,36.150,0.308,0.149,0.056,0.040,0.692,0.326,0.120,0.087,0.172,0.088,0.034,0.025
33.350,36.250,0.297,0.145,0.053,0.039,0.674,0.319,0.115,0.083,0.164,0.084,0.032,0.023
33.350,36.350,0.283,0.136,0.050,0.036,0.641,0.302,0.109,0.079,0.155,0.079,0.031,0.022
33.350,36.450,0.266,0.127,0.046,0.033,0.606,0.284,0.102,0.074,0.147,0.075,0.029,0.021
33.350,36.550,0.252,0.119,0.043,0.031,0.575,0.266,0.094,0.068,0.140,0.071,0.028,0.020
33.350,36.650,0.241,0.112,0.040,0.029,0.551,0.251,0.088,0.064,0.134,0.068,0.026,0.019
33.350,36.750,0.234,0.107,0.038,0.028,0.534,0.240,0.083,0.060,0.128,0.065,0.025,0.018
33.350,36.850,0.229,0.104,0.036,0.026,0.524,0.233,0.079,0.057,0.124,0.063,0.024,0.017
33.350,36.950,0.226,0.102,0.034,0.025,0.519,0.229,0.076,0.055,0.121,0.061,0.023,0.017
33.350,37.050,0.226,0.101,0.033,0.024,0.522,0.228,0.074,0.053,0.118,0.060,0.023,0.016
33.350,37.150,0.235,0.103,0.032,0.023,0.546,0.232,0.073,0.052,0.117,0.059,0.022,0.016
33.350,37.250,0.225,0.100,0.032,0.022,0.525,0.227,0.071,0.050,0.113,0.057,0.022,0.015
33.350,37.350,0.221,0.098,0.031,0.022,0.517,0.223,0.070,0.049,0.111,0.055,0.021,0.015
33.350,37.450,0.222,0.098,0.031,0.021,0.521,0.224,0.069,0.048,0.111,0.055,0.021,0.015
33.350,37.550,0.224,0.098,0.031,0.021,0.528,0.227,0.069,0.048,0.111,0.055,0.021,0.015
33.350,37.650,0.226,0.100,0.031,0.021,0.534,0.230,0.070,0.048,0.112,0.056,0.021,0.015
33.350,37.750,0.227,0.100,0.031,0.021,0.539,0.232,0.070,0.048,0.113,0.056,0.021,0.015
33.350,37.850,0.226,0.100,0.031,0.021,0.537,0.231,0.070,0.048,0.113,0.056,0.021,0.015
33.350,37.950,0.225,0.099,0.031,0.021,0.533,0.230,0.071,0.048,0.114,0.057,0.021,0.015
33.350,38.050,0.223,0.099,0.031,0.021,0.528,0.229,0.071,0.049,0.116,0.057,0.021,0.015
33.350,38.150,0.222,0.099,0.031,0.022,0.527,0.230,0.072,0.049,0.119,0.058,0.022,0.015
33.350,38.250,0.224,0.101,0.032,0.022,0.534,0.234,0.074,0.050,0.124,0.060,0.022,0.016
33.350,38.350,0.244,0.109,0.034,0.023,0.579,0.252,0.077,0.053,0.133,0.063,0.023,0.016
33.350,38.450,0.278,0.119,0.035,0.024,0.654,0.278,0.081,0.054,0.147,0.067,0.023,0.017
33.350,38.550,0.276,0.122,0.037,0.025,0.657,0.286,0.084,0.056,0.154,0.070,0.024,0.017
33.350,38.650,0.286,0.128,0.039,0.026,0.685,0.299,0.087,0.058,0.163,0.073,0.025,0.017
33.350,38.750,0.294,0.133,0.040,0.027,0.711,0.313,0.091,0.060,0.172,0.076,0.025,0.018
33.350,38.850,0.312,0.142,0.041,0.028,0.765,0.332,0.094,0.062,0.184,0.081,0.026,0.018
33.350,38.950,0.375,0.157,0.043,0.029,0.912,0.368,0.099,0.065,0.215,0.088,0.027,0.019
33.350,39.050,0.433,0.171,0.045,0.030,1.050,0.400,0.104,0.069,0.247,0.095,0.029,0.020
33.350,39.150,0.428,0.173,0.049,0.033,1.036,0.405,0.111,0.075,0.255,0.102,0.033,0.023
33.350,39.250,0.355,0.165,0.053,0.036,0.861,0.387,0.119,0.081,0.217,0.106,0.039,0.027
33.350,39.350,0.362,0.171,0.056,0.039,0.866,0.400,0.127,0.087,0.217,0.109,0.041,0.029
33.350,39.450,0.387,0.185,0.060,0.041,0.920,0.428,0.137,0.093,0.221,0.113,0.044,0.031
33.350,39.550,0.398,0.191,0.063,0.043,0.945,0.441,0.143,0.099,0.224,0.116,0.046,0.033
33.350,39.650,0.413,0.192,0.064,0.045,0.983,0.446,0.147,0.103,0.235,0.120,0.048,0.035
33.350,39.750,0.412,0.192,0.066,0.046,0.981,0.447,0.151,0.106,0.237,0.124,0.050,0.037
33.350,39.850,0.376,0.188,0.068,0.048,0.900,0.439,0.155,0.109,0.228,0.126,0.053,0.038
33.350,39.950,0.384,0.196,0.071,0.050,0.924,0.457,0.161,0.113,0.238,0.133,0.055,0.040
33.350,40.050,0.481,0.227,0.076,0.053,1.168,0.532,0.171,0.119,0.286,0.150,0.058,0.042
33.350,40.150,0.668,0.277,0.080,0.056,1.612,0.644,0.182,0.125,0.378,0.175,0.062,0.044
33.350,40.250,0.756,0.309,0.086,0.059,1.815,0.722,0.196,0.134,0.424,0.195,0.067,0.046
33.350,40.350,0.671,0.310,0.092,0.063,1.657,0.731,0.212,0.145,0.401,0.202,0.072,0.049
33.350,40.450,0.668,0.316,0.100,0.069,1.659,0.751,0.227,0.155,0.413,0.214,0.077,0.053
33.350,40.550,0.670,0.322,0.109,0.076,1.663,0.768,0.248,0.171,0.434,0.227,0.082,0.056
33.350,40.650,0.644,0.334,0.125,0.088,1.604,0.801,0.290,0.204,0.466,0.248,0.091,0.062
33.350,40.750,0.683,0.387,0.158,0.111,1.696,0.924,0.363,0.254,0.545,0.288,0.106,0.071
33.350,40.850,0.877,0.504,0.204,0.140,2.198,1.215,0.463,0.318,0.703,0.363,0.123,0.081
33.350,40.950,1.031,0.585,0.239,0.157,2.580,1.403,0.557,0.359,0.809,0.410,0.142,0.087
33.350,41.050,0.968,0.561,0.217,0.149,2.429,1.344,0.500,0.339,0.770,0.398,0.130,0.084
33.350,41.150,0.769,0.433,0.179,0.127,1.890,1.037,0.415,0.295,0.608,0.313,0.112,0.076
33.350,41.250,0.660,0.358,0.147,0.105,1.611,0.849,0.334,0.236,0.505,0.259,0.097,0.066
33.350,41.350,0.524,0.284,0.114,0.080,1.271,0.669,0.263,0.185,0.409,0.216,0.083,0.057
33.350,41.450,0.467,0.247,0.097,0.066,1.129,0.584,0.221,0.153,0.351,0.189,0.075,0.052
33.350,41.550,0.436,0.227,0.085,0.058,1.050,0.533,0.196,0.131,0.314,0.171,0.067,0.046
33.350,41.650,0.413,0.211,0.077,0.052,0.988,0.493,0.175,0.116,0.288,0.157,0.062,0.043
33.350,41.750,0.390,0.197,0.070,0.047,0.929,0.458,0.160,0.107,0.267,0.148,0.058,0.040
33.350,41.850,0.366,0.183,0.064,0.043,0.873,0.427,0.148,0.097,0.251,0.139,0.055,0.038
33.350,41.950,0.346,0.172,0.060,0.040,0.827,0.403,0.136,0.089,0.240,0.132,0.052,0.036
33.350,42.050,0.335,0.166,0.056,0.037,0.800,0.385,0.126,0.082,0.236,0.128,0.049,0.033
33.350,42.150,0.336,0.163,0.052,0.034,0.803,0.378,0.116,0.076,0.238,0.126,0.046,0.031
33.350,42.250,0.357,0.164,0.047,0.031,0.857,0.381,0.106,0.068,0.256,0.127,0.044,0.029
33.350,42.350,0.489,0.187,0.043,0.028,1.191,0.431,0.095,0.060,0.323,0.137,0.042,0.027
33.350,42.450,0.700,0.227,0.039,0.025,1.690,0.520,0.085,0.054,0.428,0.151,0.039,0.024
33.350,42.550,0.557,0.190,0.035,0.022,1.340,0.435,0.076,0.048,0.351,0.134,0.036,0.022
33.350,42.650,0.338,0.136,0.030,0.019,0.814,0.310,0.065,0.041,0.246,0.110,0.031,0.019
33.350,42.750,0.236,0.101,0.025,0.015,0.558,0.226,0.054,0.033,0.198,0.091,0.025,0.015
33.350,42.850,0.174,0.077,0.018,0.011,0.406,0.170,0.040,0.025,0.155,0.066,0.016,0.010
33.450,34.350,0.785,0.427,0.157,0.107,1.776,0.937,0.321,0.219,0.469,0.240,0.076,0.048
33.450,34.450,0.692,0.394,0.156,0.109,1.587,0.870,0.323,0.224,0.414,0.220,0.076,0.049
33.450,34.550,0.637,0.367,0.153,0.109,1.457,0.818,0.320,0.226,0.380,0.206,0.074,0.050
33.450,34.650,0.625,0.358,0.151,0.108,1.418,0.795,0.317,0.225,0.370,0.199,0.073,0.050
33.450,34.750,0.638,0.356,0.149,0.107,1.436,0.786,0.312,0.223,0.377,0.197,0.072,0.049
33.450,34.850,0.616,0.344,0.145,0.105,1.384,0.755,0.304,0.218,0.359,0.189,0.070,0.048
33.450,34.950,0.582,0.326,0.137,0.100,1.305,0.713,0.292,0.211,0.338,0.179,0.067,0.046
33.450,35.050,0.555,0.310,0.129,0.094,1.242,0.675,0.276,0.201,0.324,0.171,0.064,0.045
33.450,35.150,0.567,0.305,0.121,0.087,1.283,0.665,0.257,0.186,0.337,0.170,0.061,0.043
33.450,35.250,0.679,0.319,0.114,0.082,1.559,0.693,0.240,0.173,0.395,0.176,0.059,0.041
33.450,35.350,0.560,0.280,0.105,0.076,1.269,0.606,0.221,0.160,0.324,0.156,0.055,0.039
33.450,35.450,0.449,0.236,0.093,0.068,1.000,0.509,0.200,0.147,0.271,0.138,0.052,0.036
33.450,35.550,0.401,0.209,0.084,0.062,0.877,0.448,0.179,0.132,0.243,0.125,0.048,0.034
33.450,35.650,0.369,0.190,0.077,0.057,0.805,0.407,0.163,0.120,0.224,0.115,0.045,0.032
33.450,35.750,0.344,0.174,0.070,0.052,0.754,0.374,0.150,0.111,0.210,0.108,0.042,0.030
33.450,35.850,0.325,0.162,0.064,0.048,0.714,0.349,0.139,0.104,0.198,0.101,0.040,0.029
33.450,35.950,0.308,0.152,0.060,0.044,0.679,0.328,0.129,0.096,0.186,0.096,0.038,0.027
33.450,36.050,0.296,0.147,0.057,0.042,0.660,0.320,0.123,0.091,0.176,0.091,0.036,0.026
33.450,36.150,0.315,0.151,0.056,0.040,0.713,0.333,0.120,0.087,0.172,0.088,0.034,0.025
33.450,36.250,0.306,0.148,0.053,0.039,0.698,0.328,0.116,0.083,0.164,0.084,0.032,0.023
33.450,36.350,0.289,0.139,0.050,0.036,0.659,0.309,0.109,0.079,0.155,0.079,0.031,0.022
33.450,36.450,0.271,0.129,0.046,0.033,0.619,0.289,0.102,0.074,0.146,0.075,0.029,0.021
33.450,36.550,0.255,0.120,0.043,0.031,0.584,0.269,0.094,0.068,0.139,0.071,0.028,0.020
