#,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.11.3', start_date='2021-08-23T20:02:40', checksum=730455054, kind='mean', investigation_time=50.0, imt='AvgSA'"
lon,lat,depth,poe-0.0100000,poe-0.0200000,poe-0.0300000,poe-0.0500000,poe-0.0700000,poe-0.1000000,poe-0.1500000,poe-0.2000000,poe-0.3000000,poe-0.4000000,poe-0.5000000,poe-0.6000000,poe-0.7000000,poe-0.8000000,poe-1.0000000
12.52300,41.60600,0.00000,9.999349E-01,9.987972E-01,9.905701E-01,9.132440E-01,7.554317E-01,4.988964E-01,2.243758E-01,1.018289E-01,2.409051E-02,6.387743E-03,1.884286E-03,5.579233E-04,1.493475E-04,1.730559E-05,0.000000E+00
