#,,,,"generated_by='OpenQuake engine 3.11.3', start_date='2021-08-23T20:02:40', checksum=730455054, kind='mean', investigation_time=50.0"
lon,lat,AvgSA-0.1,AvgSA-0.01,AvgSA-0.001
12.52300,41.60600,2.010222E-01,3.629735E-01,5.497783E-01
