#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.9.0', start_date='2020-09-17T18:53:23', checksum=2324565604, kind='mean', investigation_time=50.0, imt='AvgSA'"
lon,lat,depth,poe-0.0100000,poe-0.0200000,poe-0.0300000,poe-0.0500000,poe-0.0700000,poe-0.1000000,poe-0.1500000,poe-0.2000000,poe-0.3000000,poe-0.4000000,poe-0.5000000,poe-0.6000000,poe-0.7000000,poe-0.8000000,poe-1.0000000,poe-1.2500000,poe-1.5000000,poe-1.7500000,poe-2.0000000,poe-2.5000000,poe-3.0000000,poe-3.5000000,poe-4.0000000,poe-4.5000000,poe-5.0000000,poe-7.5000000,poe-10.0000000
31.20000,40.82000,0.00000,9.999868E-01,9.987800E-01,9.923891E-01,9.587179E-01,9.062569E-01,8.202470E-01,7.015474E-01,6.200801E-01,5.228969E-01,4.606576E-01,4.055860E-01,3.504497E-01,2.960669E-01,2.451862E-01,1.613829E-01,9.237266E-02,5.269257E-02,3.049544E-02,1.798845E-02,6.604789E-03,2.525543E-03,9.667596E-04,3.710972E-04,1.311708E-04,5.197427E-05,4.862989E-06,7.380320E-07
